dish_name,calories_(kcal),carbohydrates_(g),protein_(g),fats_(g),free_sugar_(g),fibre_(g),sodium_(mg),calcium_(mg),iron_(mg),vitamin_c_(mg),folate_(µg),calories_(kcal)_per_100g,carbohydrates_(g)_per_100g,protein_(g)_per_100g,fats_(g)_per_100g,free_sugar_(g)_per_100g,fibre_(g)_per_100g,sodium_(mg)_per_100g,calcium_(mg)_per_100g,iron_(mg)_per_100g,vitamin_c_(mg)_per_100g,folate_(µg)_per_100g,meal_category,veg_nonveg,region,dietary_restrictions,is_vegan,is_gluten_free,is_dairy_free,is_nut_free,is_diabetic_friendly,is_keto_friendly,is_jain_friendly,is_low_calorie,is_high_protein,is_low_sodium,carb_category
Pineapple tart,195.4,28.62,2.29,8.21,11.09,0.87,37.88,12.02,0.5,6.85,6.84,195.4,28.62,2.29,8.21,11.09,0.87,37.88,12.02,0.5,6.85,6.84,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Sodium; Low-Protein,1,1,1,1,0,0,1,0,0,1,Low
Cheese and mushroom tart,246.1,21.43,5.51,15.28,3.16,1.18,212.42,100.97,0.59,6.53,7.96,246.1,21.43,5.51,15.28,3.16,1.18,212.42,100.97,0.59,6.53,7.96,Main Course,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Keto-Friendly,0,1,0,1,0,1,1,0,0,1,Low
Minced meat pie,221.55,18.11,7.38,13.04,1.42,2.33,127.85,18.14,1.07,37.52,69.49,221.55,18.11,7.38,13.04,1.42,2.33,127.85,18.14,1.07,37.52,69.49,Main Course,Non-Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Low-Sugar; Low-Sodium,0,1,1,1,0,0,1,0,0,1,Low
Apple cinnamon pie,258.73,33.68,3.35,12.21,11.95,1.77,60.14,16.14,0.65,2.24,11.58,258.73,33.68,3.35,12.21,11.95,1.77,60.14,16.14,0.65,2.24,11.58,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Lemon meringue pie,224.43,35.11,3.88,8.16,21.17,0.44,85.12,16.79,0.67,5.1,17.48,224.43,35.11,3.88,8.16,21.17,0.44,85.12,16.79,0.67,5.1,17.48,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Chocolate meringue pie,214.76,28.8,4.98,9.17,15.03,0.37,80.77,55.98,0.92,1.26,23.21,214.76,28.8,4.98,9.17,15.03,0.37,80.77,55.98,0.92,1.26,23.21,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Low
Cream puffs,221.33,16.0,4.7,15.48,5.94,0.38,98.76,37.93,0.58,0.2,8.79,221.33,16.0,4.7,15.48,5.94,0.38,98.76,37.93,0.58,0.2,8.79,Main Course,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Keto-Friendly; Low-Sodium,0,1,0,1,0,1,1,0,0,1,Low
Chocolate eclairs,239.42,26.22,4.24,13.5,17.34,0.33,85.88,34.21,0.68,0.4,18.34,239.42,26.22,4.24,13.5,17.34,0.33,85.88,34.21,0.68,0.4,18.34,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Low
Minced meat patties,265.72,15.25,6.88,19.57,0.88,0.77,252.18,19.23,0.93,1.58,16.37,265.72,15.25,6.88,19.57,0.88,0.77,252.18,19.23,0.93,1.58,16.37,Main Course,Non-Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Low-Sugar,0,1,1,1,0,0,1,0,0,1,Low
Cheese patties,324.01,22.23,7.38,22.67,3.93,1.24,295.22,126.41,0.82,3.37,31.43,324.01,22.23,7.38,22.67,3.93,1.24,295.22,126.41,0.82,3.37,31.43,Main Course,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Keto-Friendly,0,1,0,1,0,1,1,0,0,1,Low
Hot cheese souffle,177.1,5.41,9.18,13.23,2.91,0.12,286.96,169.17,0.83,2.41,66.94,177.1,5.41,9.18,13.23,2.91,0.12,286.96,169.17,0.83,2.41,66.94,Main Course,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Keto-Friendly,0,1,0,1,0,1,1,0,0,1,Very Low
Hot potato souffle,125.64,8.56,5.51,7.64,1.78,0.66,97.2,56.84,0.79,30.19,78.05,125.64,8.56,5.51,7.64,1.78,0.66,97.2,56.84,0.79,30.19,78.05,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Vegan; High-Carb; Low-Calorie; Low-Sugar; Low-Sodium,1,1,1,1,0,0,0,1,0,1,Very Low
Hot fish souffle,142.92,3.69,11.23,9.24,1.68,0.1,110.94,58.18,0.7,2.41,70.97,142.92,3.69,11.23,9.24,1.68,0.1,110.94,58.18,0.7,2.41,70.97,Main Course,Non-Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Low-Calorie; Low-Sugar; Low-Sodium,0,1,1,1,0,0,1,1,0,1,Very Low
Plain cream cake,353.94,47.18,6.18,16.17,27.74,0.71,174.0,41.95,1.02,0.08,8.66,353.94,47.18,6.18,16.17,27.74,0.71,174.0,41.95,1.02,0.08,8.66,Dessert,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Keto-Friendly; High-Sugar; Low-Sodium,0,1,0,1,0,1,1,0,0,1,Medium
Apple cake (Seb ka cake),290.08,39.48,4.94,12.87,23.52,1.22,136.95,38.99,0.9,1.16,9.32,290.08,39.48,4.94,12.87,23.52,1.22,136.95,38.99,0.9,1.16,9.32,Dessert,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Marble cake,354.11,46.88,6.3,16.27,27.56,0.71,138.48,39.6,1.12,0.08,8.85,354.11,46.88,6.3,16.27,27.56,0.71,138.48,39.6,1.12,0.08,8.85,Dessert,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Chocolate cake,335.61,45.14,6.01,15.18,27.58,0.64,241.93,41.13,1.08,0.15,9.21,335.61,45.14,6.01,15.18,27.58,0.64,241.93,41.13,1.08,0.15,9.21,Dessert,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar,1,1,1,1,0,0,1,0,0,1,Medium
Orange cake,357.61,48.28,6.1,16.21,28.38,0.83,105.41,29.72,1.06,1.88,9.25,357.61,48.28,6.1,16.21,28.38,0.83,105.41,29.72,1.06,1.88,9.25,Dessert,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Fruit Loaf ,324.19,46.49,5.36,13.31,24.54,0.87,160.6,45.71,0.96,2.47,7.82,324.19,46.49,5.36,13.31,24.54,0.87,160.6,45.71,0.96,2.47,7.82,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Banana cake (Kele ka cake),389.51,40.0,5.77,23.31,23.04,1.14,117.81,23.55,1.14,0.98,11.33,389.51,40.0,5.77,23.31,23.04,1.14,117.81,23.55,1.14,0.98,11.33,Dessert,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Chocolate chiffon cake,311.71,37.87,5.76,15.8,24.25,0.7,188.59,42.15,1.07,0.21,12.0,311.71,37.87,5.76,15.8,24.25,0.7,188.59,42.15,1.07,0.21,12.0,Dessert,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Christmas cake,372.95,48.29,5.49,16.88,27.45,1.49,64.84,40.98,1.32,8.51,17.06,372.95,48.29,5.49,16.88,27.45,1.49,64.84,40.98,1.32,8.51,17.06,Dessert,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Pineapple pastry ,208.21,29.04,6.06,7.87,18.83,0.72,44.3,42.97,0.86,3.64,17.42,208.21,29.04,6.06,7.87,18.83,0.72,44.3,42.97,0.86,3.64,17.42,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Low
Black forest pastry,233.55,34.48,6.09,8.46,21.35,0.54,53.43,44.15,0.92,0.91,16.28,233.55,34.48,6.09,8.46,21.35,0.54,53.43,44.15,0.92,0.91,16.28,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Coconut finger,274.86,42.56,7.09,8.86,28.55,1.87,46.86,24.04,1.31,0.0,15.88,274.86,42.56,7.09,8.86,28.55,1.87,46.86,24.04,1.31,0.0,15.88,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Keto-Friendly; High-Sugar; Low-Sodium,1,1,1,1,0,1,1,0,0,1,Medium
Pineapple cake ,195.57,23.51,5.01,9.34,16.16,0.76,37.47,49.06,0.64,27.35,80.64,195.57,23.51,5.01,9.34,16.16,0.76,37.47,49.06,0.64,27.35,80.64,Dessert,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Low
Chocolate walnut cookies (Chocolate aur akhrot ke cookies),424.8,47.1,6.56,23.62,22.58,1.54,280.44,36.1,1.37,0.16,4.22,424.8,47.1,6.56,23.62,22.58,1.54,280.44,36.1,1.37,0.16,4.22,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Contains-Nuts; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Calorie; High-Sugar,1,1,1,0,0,0,1,0,0,1,Medium
Chocolate chip cookies,425.29,57.98,5.79,19.38,30.29,1.05,278.29,24.76,1.22,0.0,2.62,425.29,57.98,5.79,19.38,30.29,1.05,278.29,24.76,1.22,0.0,2.62,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Calorie; High-Sugar,1,1,1,1,0,0,1,0,0,1,Medium
Sweet plain biscuit,380.76,50.29,5.86,17.67,21.77,1.07,132.59,42.88,0.92,0.03,1.7,380.76,50.29,5.86,17.67,21.77,1.07,132.59,42.88,0.92,0.03,1.7,Dessert,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Carb; High-Sugar; Low-Sodium,1,1,1,1,1,0,1,0,0,1,Medium
Chocolate biscuit,379.76,51.56,5.88,17.09,24.16,1.01,127.02,41.51,1.14,0.03,1.81,379.76,51.56,5.88,17.09,24.16,1.01,127.02,41.51,1.14,0.03,1.81,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Coconut biscuit (Nariyal ke biscuit),434.98,42.9,5.78,27.16,20.76,3.64,105.76,37.81,1.32,0.03,2.51,434.98,42.9,5.78,27.16,20.76,3.64,105.76,37.81,1.32,0.03,2.51,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Keto-Friendly; High-Calorie; High-Sugar; Low-Sodium,1,1,1,1,0,1,1,0,0,1,Medium
Sweet and salty biscuit (Meethay aur namkeen biscuit),407.96,45.09,6.15,22.39,7.22,1.68,414.7,37.24,1.05,0.03,1.02,407.96,45.09,6.15,22.39,7.22,1.68,414.7,37.24,1.05,0.03,1.02,Snack,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Dairy-Free; Nut-Free; High-Sodium; Jain-Friendly; Vegan; High-Carb; High-Calorie,1,1,1,1,1,0,1,0,0,0,Medium
Peanut biscuit,401.05,46.72,8.45,20.41,21.26,2.48,202.26,50.58,1.34,0.03,4.23,401.05,46.72,8.45,20.41,21.26,2.48,202.26,50.58,1.34,0.03,4.23,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Contains-Nuts; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Calorie; High-Sugar,1,1,1,0,0,0,1,0,0,1,Medium
Pin wheel biscuit,404.6,54.56,5.4,18.66,23.25,1.16,131.73,42.7,1.13,0.05,1.72,404.6,54.56,5.4,18.66,23.25,1.16,131.73,42.7,1.13,0.05,1.72,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Calorie; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Saffron biscuit (Kesar biscuit),458.61,59.7,6.05,22.01,22.42,1.9,5.65,25.71,1.23,0.01,1.1,458.61,59.7,6.05,22.01,22.42,1.9,5.65,25.71,1.23,0.01,1.1,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Calorie; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Ice box cookies,374.24,56.09,5.7,14.44,26.69,1.28,449.14,18.5,1.04,0.1,1.64,374.24,56.09,5.7,14.44,26.69,1.28,449.14,18.5,1.04,0.1,1.64,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Sugar,1,1,1,1,0,0,1,0,0,1,Medium
Ginger bread man,365.0,60.26,6.61,11.01,29.12,1.6,477.99,37.92,2.12,0.09,4.65,365.0,60.26,6.61,11.01,29.12,1.6,477.99,37.92,2.12,0.09,4.65,Main Course,Vegetarian,Pan Indian,Contains-Gluten; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Vegan; High-Carb; High-Sugar,1,0,1,1,0,0,0,0,0,1,High
Danish cookies,475.33,58.0,5.33,24.92,21.73,1.37,201.06,15.97,0.98,0.0,1.02,475.33,58.0,5.33,24.92,21.73,1.37,201.06,15.97,0.98,0.0,1.02,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Calorie; High-Sugar,1,1,1,1,0,0,1,0,0,1,Medium
Coffee biscuit,416.57,46.55,6.9,23.0,21.69,1.59,112.53,48.92,1.27,0.03,3.0,416.57,46.55,6.9,23.0,21.69,1.59,112.53,48.92,1.27,0.03,3.0,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Calorie; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Melting moments,437.91,55.84,5.71,21.78,25.0,1.88,119.09,30.39,1.2,0.0,3.59,437.91,55.84,5.71,21.78,25.0,1.88,119.09,30.39,1.2,0.0,3.59,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Calorie; High-Sugar; Low-Sodium,1,1,1,1,0,0,1,0,0,1,Medium
Split bengal gram sweet rice (Channa dal sweet rice),190.21,41.07,4.15,0.64,19.41,2.23,8.38,30.37,1.77,0.0,48.48,190.21,41.07,4.15,0.64,19.41,2.23,8.38,30.37,1.77,0.0,48.48,Dessert,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Carb; High-Sugar; Low-Sodium,1,1,1,1,1,0,1,0,0,1,Medium
Spinach burfi (Palak burfi),121.17,12.76,2.71,6.81,12.12,1.17,27.77,93.68,1.05,8.57,39.63,121.17,12.76,2.71,6.81,12.12,1.17,27.77,93.68,1.05,8.57,39.63,Dessert,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium; Low-Protein,1,1,1,1,1,0,1,1,0,1,Low
Sprouted moong daliya ,111.56,14.77,2.81,4.71,1.67,3.12,196.73,22.62,1.29,7.53,35.24,111.56,14.77,2.81,4.71,1.67,3.12,196.73,22.62,1.29,7.53,35.24,Main Course,Vegetarian,Pan Indian,Diabetic-Friendly; Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sugar; Low-Sodium; Low-Protein,1,1,1,1,1,0,1,1,0,1,Low
Dhokla,216.49,30.68,13.45,5.28,4.78,4.95,376.02,123.21,1.39,0.68,39.92,216.49,30.68,13.45,5.28,4.78,4.95,376.02,123.21,1.39,0.68,39.92,Main Course,Vegetarian,West Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan,1,1,1,1,0,0,1,0,0,1,Medium
Kashmiri tea (Kehwa),24.9,5.23,0.17,0.51,5.14,0.16,0.29,3.19,0.07,0.06,0.82,24.9,5.23,0.17,0.51,5.14,0.16,0.29,3.19,0.07,0.06,0.82,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium; Low-Protein,1,1,1,1,0,0,1,1,0,1,Very Low
Steeped hot coffee,15.91,3.01,0.39,0.33,2.96,0.0,2.82,10.4,0.06,0.3,1.27,15.91,3.01,0.39,0.33,2.96,0.0,2.82,10.4,0.06,0.3,1.27,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium; Low-Protein,1,1,1,1,0,0,1,1,0,1,Very Low
Hot chocolate,90.01,9.02,3.43,4.61,8.86,0.0,36.04,113.63,0.33,3.62,13.41,90.01,9.02,3.43,4.61,8.86,0.0,36.04,113.63,0.33,3.62,13.41,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium,1,1,1,1,0,0,1,1,0,1,Very Low
Cold coffee (with cream),82.76,11.98,1.93,3.29,11.91,0.0,15.35,64.43,0.14,2.56,9.52,82.76,11.98,1.93,3.29,11.91,0.0,15.35,64.43,0.14,2.56,9.52,Main Course,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Keto-Friendly; Low-Calorie; Low-Sodium; Low-Protein,0,1,0,1,0,1,1,1,0,1,Low
Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),76.45,11.15,2.01,2.77,9.94,0.27,16.63,68.3,0.14,6.99,20.73,76.45,11.15,2.01,2.77,9.94,0.27,16.63,68.3,0.14,6.99,20.73,Dessert,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Keto-Friendly; Low-Calorie; Low-Sodium; Low-Protein,0,1,0,1,0,1,1,1,0,1,Low
Flavoured milkshake,66.78,8.65,2.06,2.83,8.61,0.0,16.34,75.05,0.11,3.62,12.65,66.78,8.65,2.06,2.83,8.61,0.0,16.34,75.05,0.11,3.62,12.65,Main Course,Vegetarian,Pan Indian,Gluten-Free; Contains-Dairy; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Low-Calorie; Low-Sodium; Low-Protein,0,1,0,1,0,0,1,1,0,1,Very Low
Jal jeera,30.24,6.7,0.44,0.26,5.71,0.95,215.62,24.72,0.84,2.23,4.47,30.24,6.7,0.44,0.26,5.71,0.95,215.62,24.72,0.84,2.23,4.47,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Protein,1,1,1,1,0,0,1,1,0,1,Very Low
Gingo,48.02,12.42,0.14,0.06,12.08,0.17,21.5,6.33,0.21,8.39,8.49,48.02,12.42,0.14,0.06,12.08,0.17,21.5,6.33,0.21,8.39,8.49,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium; Low-Protein,1,1,1,1,0,0,1,1,0,1,Low
Mintade,40.32,10.59,0.03,0.02,10.47,0.03,26.69,2.1,0.05,8.5,4.69,40.32,10.59,0.03,0.02,10.47,0.03,26.69,2.1,0.05,8.5,4.69,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium; Low-Protein,1,1,1,1,0,0,1,1,0,1,Low
Canjee,6.61,0.44,0.24,0.42,0.21,0.36,43.03,5.82,0.17,0.52,3.61,6.61,0.44,0.24,0.42,0.21,0.36,43.03,5.82,0.17,0.52,3.61,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sugar; Low-Sodium; Low-Protein,1,1,1,1,0,0,1,1,0,1,Very Low
Cauliflower canjee (Phoolgobhi ki canjee),6.9,0.35,0.39,0.42,0.09,0.49,41.45,6.26,0.22,7.86,9.26,6.9,0.35,0.39,0.42,0.09,0.49,41.45,6.26,0.22,7.86,9.26,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sugar; Low-Sodium; Low-Protein,1,1,1,1,0,0,1,1,0,1,Very Low
Potato canjee (Aloo canjee),16.26,2.69,0.44,0.39,0.1,0.43,35.99,5.21,0.22,7.72,6.77,16.26,2.69,0.44,0.39,0.1,0.43,35.99,5.21,0.22,7.72,6.77,Main Course,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Vegan; High-Carb; Low-Calorie; Low-Sugar; Low-Sodium; Low-Protein,1,1,1,1,0,0,0,1,0,1,Very Low
Vermicelli porridge (Semiya/Seviyan porridge),78.4,10.56,2.5,2.98,7.04,0.48,65.33,72.96,0.2,4.82,19.51,78.4,10.56,2.5,2.98,7.04,0.48,65.33,72.96,0.2,4.82,19.51,Snack,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sodium; Low-Protein,1,1,1,1,0,0,1,1,0,1,Low
Semolina upma (Suji/Rava upma),147.89,16.31,3.3,7.49,1.31,3.24,101.59,21.57,1.1,4.64,15.13,147.89,16.31,3.3,7.49,1.31,3.24,101.59,21.57,1.1,4.64,15.13,Breakfast,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sugar; Low-Sodium,1,1,1,1,0,0,1,1,0,1,Low
Vermicelli upma (Semiya/Seviyan upma),149.11,16.88,3.11,7.45,1.4,3.21,101.8,20.3,0.93,4.64,12.64,149.11,16.88,3.11,7.45,1.4,3.21,101.8,20.3,0.93,4.64,12.64,Breakfast,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sugar; Low-Sodium,1,1,1,1,0,0,1,1,0,1,Low
Rice upma,151.27,17.96,2.63,7.46,1.13,2.12,101.75,17.57,0.67,4.64,11.94,151.27,17.96,2.63,7.46,1.13,2.12,101.75,17.57,0.67,4.64,11.94,Breakfast,Vegetarian,Pan Indian,Not-Diabetic-Friendly; Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Carb; Low-Sugar; Low-Sodium; Low-Protein,1,1,1,1,1,0,1,0,0,1,Low
Bread upma,129.51,12.6,2.8,7.75,1.56,1.96,176.44,45.22,0.82,4.64,15.79,129.51,12.6,2.8,7.75,1.56,1.96,176.44,45.22,0.82,4.64,15.79,Breakfast,Vegetarian,Pan Indian,Contains-Gluten; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; High-Carb; Low-Calorie; Low-Sugar; Low-Sodium; Low-Protein,1,0,1,1,0,0,1,1,0,1,Low
Vegetable upma,146.47,16.46,4.73,6.63,1.39,4.19,347.02,26.68,1.35,14.42,50.48,146.47,16.46,4.73,6.63,1.39,4.19,347.02,26.68,1.35,14.42,50.48,Breakfast,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Calorie; Low-Sugar,1,1,1,1,0,0,1,1,0,1,Low
Vegetable poha,180.52,21.52,4.89,8.07,1.4,3.76,418.02,28.01,1.92,7.21,21.79,180.52,21.52,4.89,8.07,1.4,3.76,418.02,28.01,1.92,7.21,21.79,Breakfast,Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Vegan; Low-Sugar,1,1,1,1,0,0,1,0,0,1,Low
Indian style egg bhujia (Anda bhujia (Indian style)),102.83,3.76,6.1,7.02,1.95,1.53,218.05,31.9,1.14,13.56,40.85,102.83,3.76,6.1,7.02,1.95,1.53,218.05,31.9,1.14,13.56,40.85,Snack,Non-Vegetarian,Pan Indian,Gluten-Free; Dairy-Free; Nut-Free; Low-Sodium-Friendly; Jain-Friendly; Low-Calorie; Low-Sugar,0,1,1,1,0,0,1,1,0,1,Very Low
